51304381546,bcc,128,294
51304386471,afe,285,113
51304432549,aed,72,283
51304440888,gff,294,123
51304449441,bce,251,195
51304454279,gfd,264,102
51304470769,bgf,265,234
51304475522,dea,202,94
51304516158,cee,264,147
51304524480,bcc,62,258
51304527722,fca,156,45
51304529523,dba,246,75
51304587438,eda,5,246
51304607205,cgd,61,232
51304636770,bfa,293,147
51304639517,bfc,22,258
51304676739,aee,20,191
51304700406,dbe,71,60
51304702416,dbf,296,48
51304705409,fcd,49,148
51304711190,dda,262,210
51304723380,bcf,232,182
51304728474,eeb,45,204
51304775031,bag,239,217
51304792063,fga,244,270
51304826505,dbg,140,215
51304833469,gcb,266,179
51304835031,ege,83,49
51304835961,ffd,286,217
51304841298,bde,19,234
51304867408,eac,44,187
51304889958,faf,166,179
51304910599,edf,31,28
51304941640,aaa,70,120
51304976034,egd,7,263
51304992661,fea,71,248
51305001947,dab,181,151
51305005913,acd,34,274
51305055134,faa,246,87
51305083323,agc,299,110
51305088243,ebg,219,233
51305088523,bcb,164,298
51305092868,feg,39,218
51305098742,fgg,129,231
51305104242,agd,167,238
51305210041,acf,58,271
51305241287,gfb,270,251
51305243477,bad,15,172
51305275897,gef,189,58
51305281066,ddd,225,164
51305308453,fgg,149,198
51305352118,dcf,148,122
51305354563,gff,259,141
51305374950,afc,281,48
51305391696,ece,120,92
51305403897,cgc,52,134
51305432495,gag,216,215
51305458524,ffa,11,218
51305474810,fgf,112,227
51305479321,gfg,166,187
51305497703,caf,19,289
51305515835,eff,225,271
51305547775,ecg,20,273
51305574654,gga,277,168
51305576243,fgc,167,246
51305600293,ecb,293,70
51305627879,bcf,275,167
51305633730,dac,7,90
51305633856,edd,267,42
51305639688,dgd,21,138
51305701633,bbe,16,40
51305705898,adg,219,5
51305711697,ffc,119,46
51305736236,aaa,261,108
51305750058,dec,204,101
51305752409,dgb,114,233
51305759656,aaf,141,103
51305768985,bbf,37,168
51305769804,dbf,135,40
51305813630,eed,239,197
51305821958,afa,209,202
51305853812,cge,179,169
51305857015,efa,199,149
51305872122,gde,43,30
51305875075,bgc,14,242
51305886169,gbd,262,221
51305901999,efd,150,256
51305905327,ecc,278,193
51305911226,cff,125,5
51305914207,bce,290,189
51305916505,ccb,129,301
51305937924,bbb,183,243
51305948141,fbd,247,240
51305972274,gac,33,34
51305994895,adc,85,207
51306036852,gdc,199,102
51306049444,fde,251,15
51306081267,fba,165,24
51306118853,aae,43,209
51306144878,bdf,244,161
51306145108,beg,230,160
51306221891,gfa,74,5
51306235604,ffb,137,166
51306250775,ced,124,105
51306251820,cad,255,98
51306264472,bdb,118,76
51306265143,ceg,200,42
51306309498,age,215,28
51306310300,fdc,236,159
51306322818,ddc,50,161
51306324534,gdd,173,276
51306325362,fac,24,152
51306333695,gbd,44,194
51306340850,bdc,295,99
51306345649,abg,252,281
51306351788,ecc,242,169
51306357903,gcd,287,53
51306361635,bae,128,162
51306411775,aac,167,207
51306415076,bab,78,176
51306415447,daa,277,62
51306418922,ecd,260,240
51306423134,fca,232,53
51306440492,eae,123,166
51306458895,eee,212,66
51306470119,edd,127,43
51306485761,fgb,78,50
51306493170,cgb,215,147
51306514270,fgd,191,136
51306517717,bac,179,182
51306529749,dag,21,180
51306542373,ded,53,248
51306542718,cdb,93,181
51306576304,aca,103,281
51306594702,fbf,72,285
51306604323,dfe,140,22
51306619192,aea,277,118
51306631454,acc,151,346
51306641398,fcg,235,274
51306653175,egb,50,74
51306654598,gcf,193,244
51306670182,gfd,231,91
51306673794,daf,189,104
51306677546,agg,75,198
51306722843,fgf,293,267
51306724083,eab,52,237
51306731417,adb,259,151
51306780012,ega,144,173
51306780668,gdc,96,115
51306819371,gca,284,114
51306841517,add,163,89
51306852774,fac,119,152
51306885994,cgb,199,173
51306888040,eba,178,254
51306895066,cfc,177,190
51306904140,aeb,196,103
51306949945,gbg,165,68
51306953837,ade,34,200
51306955625,ccg,299,260
51306976308,ada,84,132
51306994422,bed,208,255
51307016651,dca,270,133
51307019605,fda,196,232
51307043596,cff,212,5
51307046383,abg,197,255
51307083063,gef,24,65
51307105673,abe,28,221
51307114961,abe,57,247
51307139788,gfe,90,44
51307144097,fab,259,298
51307147902,gbg,58,74
51307186660,fgg,89,221
51307187597,fbc,249,216
51307191558,fbd,49,194
51307223198,ffe,294,225
51307245129,edg,293,248
51307260841,dgf,233,56
51307270380,gea,159,203
51307278245,gab,9,132
51307279632,cbg,9,78
51307289165,cde,138,63
51307289451,dcc,42,122
51307294611,cce,139,172
51307295324,bef,225,265
51307321939,cfa,43,100
51307370498,abd,56,272
51307379003,eea,150,231
51307379996,aab,125,174
51307391957,cdf,243,209
51307417272,bdg,91,283
51307421645,ada,212,124
51307422360,bfb,276,70
51307431871,cda,117,117
51307436666,fec,104,218
51307442055,ggc,78,56
51307454267,abf,191,45
51307458403,bge,166,19
51307472706,fdd,278,137
51307480481,cfe,147,263
51307498258,fag,75,40
51307504161,abd,298,255
51307507030,ffg,259,143
51307527849,eff,107,254
51307533970,fcb,74,115
51307650070,ggd,277,178
51307670258,dbd,257,297
51307681949,def,204,151
51307684990,ddg,230,54
51307693456,gba,79,155
51307718938,gec,91,76
51307721453,cag,291,105
51307736514,bbg,227,257
51307788562,aeg,30,135
51307793564,edc,103,47
51307808382,dce,295,102
51307815522,ace,102,56
51307821051,abg,24,239
51307839443,gdf,232,150
51307840443,cee,39,147
51307856013,dad,119,226
51307857825,ggf,286,161
51307858117,deg,260,33
51307872566,bae,97,129
51307906790,eeg,148,244
51307939291,dea,30,103
51307972635,gaf,96,146
51307990330,fdf,69,98
51307997832,cae,159,57
51308065395,dga,169,285
51308078682,gcf,16,241
51308091206,aac,167,184
51308100761,dcd,171,107
51308112525,dcg,64,224
51308133553,gbe,15,130
51308137869,aca,270,269
51308140611,fcc,234,234
51308151937,bfa,223,119
51308172334,bgd,221,242
51308178476,cda,42,126
51308184548,fce,69,136
51308201597,eac,256,211
51308203870,dfb,216,273
51308239393,dag,174,206
51308243417,bge,207,19
51308253579,dbb,54,59
51308254616,fea,43,277
51308255066,egc,30,134
51308278498,feg,80,218
51308285143,cga,119,131
51308293023,fad,166,200
51308293694,fgd,93,111
51308299667,cbg,40,92
51308301918,bec,19,170
51308306551,dce,67,106
51308326249,ddb,88,263
51308337123,abb,65,117
51308340887,dce,282,108
51308342228,bfe,219,69
51308343296,fdd,55,141
51308345611,bfg,227,242
51308347918,cee,182,166
51308363010,egf,137,25
51308374434,dbg,218,176
51308375501,bcd,76,200
51308398289,bgc,8,210
51308420805,aec,212,83
51308436878,cac,127,194
51308457518,fed,84,192
51308493097,aba,57,20
51308504473,gfg,176,183
51308505742,adg,3,5
51308530342,eeg,214,246
51308533058,agf,115,186
51308565739,cdf,105,223
51308572585,dee,226,60
51308575745,edg,168,275
51308607516,gef,57,65
51308607668,ddf,277,199
51308607858,gda,241,292
51308616256,ggb,80,88
51308667762,cea,239,268
51308700778,egg,293,100
51308703820,dde,232,184
51308709048,dfd,265,20
51308710141,dcf,266,143
51308755808,cfg,96,220
51308791820,eag,144,48
51308801472,gbc,5,206
51308823797,fff,89,266
51308824557,cef,61,11
51308826126,geb,86,265
51308854542,gae,121,25
51308880360,gbf,216,276
51308881167,beb,39,36
51308893364,gag,186,255
51308901926,gcd,66,55
51308905563,eda,279,246
51308906057,fbb,111,215
51308945150,dff,148,226
51308946791,dbc,165,61
51308958025,fbb,9,184
51308979726,cdc,152,218
51309031509,ecf,173,93
51309042852,ebg,161,219
51309047371,bgg,211,113
51309057461,cba,207,301
51309066579,gdg,210,182
51309083377,baa,94,137
51309105515,cec,26,110
51309108632,bfa,17,140
51309111054,efa,27,135
51309142862,gbb,238,238
51309145394,bcc,20,224
51309146187,bbd,127,25
51309232638,cbe,109,322
51309244191,fab,129,321
51309247642,dge,299,134
51309250807,bga,270,297
51309253325,fcf,118,194
51309268792,gge,139,37
51309278281,ccf,256,235
51309279841,eec,158,190
51309280524,eac,176,194
51309285020,fdc,76,139
51309317756,cbb,17,114
51309322516,fge,31,286
51309346157,fde,70,13
51309359425,bca,34,244
51309362520,cff,154,5
51309368061,dge,139,128
51309394932,edd,227,46
51309405666,gcd,124,57
51309417085,ebf,295,271
51309440965,cbd,17,228
51309462468,efc,48,208
51309481320,gcc,78,294
51309521052,afb,154,30
51309528074,bee,278,16
51309532032,ddc,77,146
51309542426,efg,116,167
51309555818,fbg,275,71
51309559106,fdg,19,111
51309579370,agb,299,216
51309583131,dgc,250,222
51309602028,bfd,142,73
51309617907,gfc,297,113
51309623335,cfb,111,5
51309652934,dbd,245,261
51309660515,ecc,171,157
51309660898,adf,115,157
51309661035,cab,253,70
51309666177,cdd,15,248
51309671090,cba,213,291
51309682205,acg,230,152
51309687084,cbf,43,143
51309700243,gdc,3,93
51309704271,ggd,294,208
51309710111,afe,12,94
51309727550,bcg,126,128
51309732391,dcf,113,167
51309735574,dfa,241,88
51309764292,aef,176,128
51309780145,cbc,204,194
51309785412,bdb,197,61
51309786414,ddf,128,185
51309804525,fef,174,229
51309805497,eef,263,342
51309807461,aae,273,186
51309808434,fad,206,166
51309810067,ace,197,49
51309814420,gaa,278,206
51309816445,dcd,253,87
51309837491,eaa,233,77
51309849486,fag,174,32
51309869351,bgb,48,201
51309888104,efe,209,122
51309896421,caa,171,111
51309921330,cda,208,118
51309925043,fdb,220,239
51309925841,cgd,102,241
51309935483,deb,257,208
51309954090,afd,179,191
51309984040,gbb,127,195
51309986879,dfd,142,23
51309989617,dfc,80,114
51309990872,cgg,254,53
51309991721,gbg,196,74
51310000658,aga,181,81
51310011065,eba,189,210
51310021112,feb,131,147
51310063475,fea,52,324
51310064530,ffc,192,53
51310069138,fee,98,195
51310072304,deb,109,174
51310074881,dag,75,226
51310083541,gfg,119,162
51310094793,cec,191,104
51310116476,ceg,140,37
51310128302,fdc,238,139
51310187919,ecf,27,102
51310200403,abd,55,277
51310213178,cgd,162,197
51310215309,ccg,213,215
51310219713,eac,250,186
51310223678,abc,289,138
51310238368,ddb,78,291
51310259190,fae,163,272
51310263813,acf,34,281
51310277710,bgd,191,205
51310289807,aca,101,247
51310313177,gfc,51,132
51310328483,dfg,168,134
51310346589,efg,17,178
51310354972,bde,291,219
51310397784,ead,237,118
51310401093,eef,14,311
51310409082,ceb,127,82
51310415173,bbf,30,168
51310425366,bgd,159,198
51310425851,bab,176,146
51310427951,bgc,299,233
51310447316,bgf,62,217
51310448953,ded,30,235
51310531566,baf,86,207
51310561384,bfc,134,283
51310578161,eaf,259,64
51310639898,fdg,129,97
51310645730,dfe,140,20
51310648895,daa,177,54
51310661725,egg,148,111
51310669866,fgg,185,225
51310755706,ffa,64,207
51310787055,ccf,123,209
51310796997,cdb,242,159
51310806610,efb,146,64
51310818507,cdg,87,257
51310868737,bff,247,116
51310879243,add,250,87
51310885153,dfc,25,116
51310893098,ece,237,73
51310910306,bda,169,215
51310937982,fed,61,190
51310957581,aga,51,96
51310960790,gad,75,176
51311049187,geg,174,171
51311076459,gag,185,270
51311099332,aac,19,191
51311099790,eba,273,214
51311103692,bbc,234,52
51311113711,eff,111,210
51311126118,eda,130,196
51311129729,dbf,143,38
51311186864,acb,160,67
51311207618,gcc,32,343
51311233972,eeg,102,287
51311234466,egd,72,276
51311248713,bce,34,162
51311251707,bcd,143,238
51311254627,aee,114,187
51311269443,dgg,263,18
51311287507,ebe,267,125
51311303927,eee,275,67
51311307187,gfa,196,5
51311365178,cdb,107,159
51311427664,bdd,34,186
51311455395,gcg,40,151
51311473322,ged,9,389
51311480775,dbb,213,56
51311486935,bea,274,22
51311499641,eee,239,63
51311525418,bee,221,16
51311550566,def,221,122
51311567760,ggg,187,7
51311632329,fae,14,301
51311641574,cbg,233,73
51311666788,egg,20,124
51311673317,gcb,222,213
51311676617,eca,136,97
51311690752,ead,112,129
51311701008,aaf,281,117
51311709488,gdc,132,79
51311718738,ege,224,53
51311720464,bed,85,252
51311725133,bab,126,119
51311741061,aff,260,282
51311753245,gdd,150,256
51311760196,bba,218,139
51311761351,afa,53,169
51311787494,cfg,151,204
51311797034,ecb,116,56
51311817048,fda,109,234
51311818127,gaa,280,183
51311832269,dae,276,167
51311863642,aad,38,77
51311877255,edg,63,244
51311900737,cce,240,201
51311901497,faf,123,179
51311903939,ece,297,62
51311911548,ebg,279,236
51311934423,bcg,94,112
51311950808,bbe,64,35
51311968705,ebf,107,233
51311981414,abe,202,237
51311987891,fda,237,222
51311992391,bgc,43,258
51311998106,cca,280,139
51312000140,bgd,139,172
51312003464,gee,200,254
51312009201,cgf,170,138
51312023751,ffd,15,243
51312067161,fdc,39,122
51312093843,egd,132,325
51312104759,fba,95,23
51312115968,bfb,59,79
51312115989,bgc,259,245
51312143928,fbe,163,62
51312156572,abc,282,118
51312170021,aaa,261,100
51312212173,add,245,74
51312213476,dbd,251,224
51312221990,dcb,267,60
51312230966,cfd,66,109
51312249072,dab,14,178
51312255541,ebc,87,160
51312266090,bec,265,166
51312267122,aed,9,319
51312267542,ada,256,135
51312289089,ecb,34,52
51312312503,fca,124,51
51312330918,bdf,185,162
51312354281,fgc,101,258
51312357533,cdf,244,209
51312375800,beb,238,39
51312379539,bbd,250,28
51312384816,dcb,211,55
51312390336,ccc,11,93
51312391080,dbc,104,55
51312402214,dac,148,80
51312416665,gdb,64,53
51312429596,cdc,40,176
51312429764,aag,168,99
51312438639,geb,39,296
51312453704,bee,258,13
51312455141,gea,161,174
51312478343,dgf,163,58
51312509703,gac,51,40
51312533119,egg,185,99
51312541720,cga,140,124
51312562285,gcg,52,173
51312663165,cdc,275,170
51312682126,cab,149,82
51312683722,bdf,47,181
51312692704,dfg,169,119
51312712614,cff,291,5
51312738303,efd,48,304
51312738320,bgd,210,156
51312739516,ffa,216,213
51312740045,eff,6,199
51312746651,bdc,294,91
51312751212,dec,135,83
51312766829,afg,106,134
51312806937,gae,78,28
51312833703,fdf,73,108
51312844237,bdg,159,311
51312863654,gcf,297,260
51312876832,efb,131,61
51312882225,ebd,253,81
51312893365,bbb,70,243
51312929505,dbe,17,70
51312939382,cge,98,197
51312953766,gbf,66,262
51312980792,ebb,65,123
51312986458,gce,67,53
51312995431,cbc,292,170
51313007115,fde,137,11
51313018300,bef,208,288
51313019658,edb,93,106
51313051420,ecd,69,235
51313059781,bfg,11,208
51313070052,cgb,297,138
51313136620,baf,266,244
51313151650,bgb,238,231
51313152741,ccd,280,42
51313154713,edf,211,28
51313183353,bag,225,190
51313197674,gce,36,55
51313198296,ebb,18,100
51313220365,eaa,50,85
51313229053,gag,249,270
51313248800,caa,260,118
51313272843,dag,111,250
51313282367,bed,19,262
51313290876,cag,201,113
51313295966,gda,218,321
51313304981,fgb,258,56
51313306321,aec,267,96
51313319894,gde,37,28
51313349040,fbg,18,69
51313352183,ebg,133,240
51313363754,gfe,158,49
51313364685,ecf,254,118
51313376314,gab,23,106
51313379159,fge,260,274
51313385803,dcg,263,262
51313423670,fce,269,156
51313458784,fga,219,299
51313463648,egd,165,341
51313475692,ead,26,127
51313488858,ccf,218,198
51313490090,aaa,79,103
51313514274,dae,234,138
51313553853,dce,132,124
51313561546,acd,202,301
51313636080,gcd,188,67
51313657620,fbd,92,174
51313669197,ede,198,115
51313719228,gbe,276,107
51313730163,edc,258,37
51313796938,fcd,179,156
51313805491,agc,155,99
51313809954,cbd,156,243
51313816992,agd,220,240
51313826463,ccc,259,97
51313828485,bab,171,135
51313851877,gec,211,72
51313894132,dba,1,62
51313914047,acc,87,397
51313919116,ade,64,234
51313958103,dca,189,156
51313958950,gff,64,150
51313965533,cee,201,147
51313965852,faa,138,77
51313991739,ecg,173,308
51314008497,bcc,188,237
51314025208,acf,110,264
51314027985,aee,214,179
51314036913,ffe,198,216
51314052081,agf,229,180
51314072781,bcb,114,286
51314083275,add,154,72
51314101613,ddc,197,124
51314102561,bca,286,251
51314134202,afc,93,52
51314164523,afa,270,184
51314165504,ffb,204,189
51314170449,adc,136,211
51314190006,bcf,37,156
51314211500,gee,24,228
51314212135,cba,62,238
51314220211,gge,196,43
51314240550,cbe,93,376
51314255434,ded,272,260
51314262277,eac,44,184
51314277505,afe,262,89
51314279597,gfe,227,42
51314283985,gfb,296,205
51314290350,cdd,65,213
51314305398,aee,157,170
51314308772,cge,191,181
51314312926,cgb,216,164
51314324394,bbg,26,290
51314336211,dda,191,182
51314336359,gbd,227,207
51314360278,fab,81,375
51314374426,gfd,17,99
51314384000,eeb,110,236
51314389377,egg,130,114
51314407287,bga,236,317
51314415089,cbc,12,173
51314423998,gba,43,151
51314462554,fde,196,12
51314464003,ded,10,226
51314477625,bfa,281,131
51314477805,bad,123,163
51314484889,fag,286,28
51314500891,ggf,207,138
51314517345,dgb,222,226
51314527837,edf,88,27
51314546651,daa,1,43
51314551254,bge,259,20
51314585261,dcd,120,87
51314586252,gga,276,169
51314595400,ggd,60,187
51314607976,abd,157,313
51314609197,aea,147,125
51314613496,ega,217,190
51314668777,bbc,274,46
51314674056,eeg,179,266
51314693847,ccb,184,328
51314695470,dgc,72,226
51314709287,dga,51,322
51314712226,dfb,281,262
51314742794,dgd,295,146
51314778327,ede,187,136
51314791724,efd,134,346
51314792108,ddd,89,162
51314796526,cgc,67,144
51314836714,dbf,87,32
51314848545,abd,270,338
51314874749,daf,46,113
51314878283,ccf,283,174
51314896798,acg,244,155
51314915448,bac,82,172
51314948330,cef,49,11
51314948459,edc,40,39
51314969920,cfe,175,223
51315012854,aec,80,83
51315015260,fca,15,41
51315049022,afe,244,92
51315050564,fec,252,244
51315059763,fge,264,298
51315073974,bgg,155,129
51315075047,dgf,127,46
51315091043,age,284,22
51315121137,ecd,63,190
51315124126,eed,228,179
51315177008,bee,174,13
51315181190,adb,212,129
51315191837,bca,67,251
51315193979,caf,9,312
51315210383,bfa,161,140
51315254654,fbf,202,310
51315279516,dde,257,178
51315287354,fbg,141,72
51315298257,agd,241,237
51315346886,gbe,98,121
51315350512,fac,276,152
51315354471,gca,204,110
51315393355,aaf,283,118
51315403680,fgc,261,301
51315409537,eae,106,194
51315416633,dab,225,204
51315476317,abg,278,274
51315525467,cac,275,211
51315547355,cff,284,5
51315593558,gda,62,276
51315599412,cec,83,118
51315637574,aba,2,21
51315659537,ggb,121,80
51315670690,bde,102,219
51315693692,fee,139,189
51315720687,gfa,167,5
51315752365,bdd,88,197
51315754613,ddc,250,109
51315760833,cae,155,55
51315762357,cce,256,186
51315765367,bgg,286,125
51315777002,gec,31,61
51315783110,aeb,3,117
51315804913,dfc,168,118
51315819994,gac,253,47
51315831885,fgg,53,186
51315854940,egb,122,70
51315857861,fbg,74,67
51315862743,dcc,176,109
51315864465,gbc,203,195
51315871526,bfe,98,82
51315878166,dda,172,202
51315885830,gef,207,65
51315899029,beg,35,164
51315899412,ffg,297,165
51315913536,fcg,74,295
51315928288,fbb,213,171
51315937523,ggc,267,59
51315957649,bgc,172,264
51315966659,ceg,217,31
51315969187,ffc,29,48
51315997743,eba,212,214
51316025934,cee,151,160
51316036555,fad,174,164
51316043882,bfe,104,94
51316054889,ege,141,60
51316083901,bcb,155,300
51316094838,ddg,40,45
51316108830,ced,49,107
51316108859,fcb,192,110
51316156225,cfa,166,88
51316157639,ebe,109,117
51316158974,agg,158,164
51316165893,cad,295,113
51316170793,efc,265,199
51316196252,bed,261,301
51316205862,afa,93,167
51316211273,edb,280,126
51316211665,efe,231,122
51316232681,bfe,187,85
51316248891,ged,86,330
51316255272,aab,27,172
51316266141,gdf,2,153
51316266847,afb,60,30
51316282325,gfe,194,39
51316285716,fdg,87,86
51316312685,fgf,120,304
51316320496,efe,142,109
51316332159,fea,222,340
51316341617,dad,136,219
51316362719,dff,217,262
51316364367,aga,151,104
51316379023,baa,214,153
51316405993,gga,231,201
51316417691,gdg,249,180
51316430194,aae,152,202
51316439510,gfc,160,125
51316442432,aff,246,259
51316449946,ccc,85,82
51316462227,fcb,140,107
51316508886,faf,267,161
51316511070,cfc,172,195
51316567163,dad,274,183
51316580733,cae,261,44
51316588025,egf,212,20
51316590232,bgf,31,173
51316593801,cgf,226,142
51316606675,cde,251,51
51316611023,fbc,185,244
51316634245,fce,108,124
51316645775,eab,68,239
51316684461,dbf,127,32
51316696811,beg,171,182
51316704135,cdf,254,177
51316709132,fad,263,168
51316709911,dea,9,93
51316719400,fdd,185,146
51316741347,eag,119,43
51316756265,acb,37,58
51316774497,gfc,280,120
51316781395,aeg,226,133
51316785150,acg,110,179
51316800642,fbe,77,64
51316814878,gbc,279,198
51316843979,bae,30,118
51316868882,deb,228,165
51316884419,bgg,229,148
51316953190,dfa,102,75
51316984257,adg,84,5
51317050186,eea,14,258
51317071429,gaf,153,162
51317077263,agg,85,186
51317104624,gcb,156,187
51317110907,acc,63,472
51317123753,cac,207,219
51317138308,cgg,259,54
51317191116,ece,100,65
51317198533,aef,182,102
51317204360,dce,29,133
51317208029,gdd,188,263
51317211461,def,41,125
51317223102,fad,43,162
51317250655,gca,108,119
51317255983,ada,292,152
51317260978,eee,228,52
51317261633,dag,183,255
51317267958,fbe,121,62
51317284457,abf,289,52
51317293769,aeg,168,113
51317316179,agd,55,194
51317330159,aed,169,267
51317347111,fff,45,258
51317359500,bcg,249,114
51317366208,beb,214,46
51317377658,eec,16,195
51317383029,ead,62,138
51317398083,egb,177,67
51317407583,bcg,204,101
51317415105,aad,121,71
51317420699,daa,271,34
51317421055,bbd,214,26
51317428837,ece,71,70
51317432692,bcc,256,213
51317435532,egc,44,136
51317449414,bgd,202,129
51317457268,cba,211,202
51317469648,efg,281,158
51317477768,gcd,133,79
51317507591,gfg,232,162
51317513107,cff,116,5
51317540196,gdf,33,156
51317546472,deg,208,35
51317557870,bfg,91,170
51317573362,bcb,125,318
51317582944,bcd,114,216
51317589729,eff,159,191
51317590473,ffa,69,193
51317598455,bfc,79,234
51317598810,ddf,72,192
51317609941,abb,227,114
51317620900,gfd,192,106
51317640668,feg,224,233
51317669053,dga,213,299
51317673058,cdd,196,208
51317674280,cca,244,125
51317679155,fbd,180,139
51317702332,ffb,220,211
51317710978,dbg,114,184
51317730753,gcf,17,270
51317733289,ebg,55,249
51317765783,bef,236,288
51317767740,dae,18,157
51317833110,efa,37,143
51317843466,ffg,146,189
51317843999,dac,268,85
51317854339,cdc,271,187
51317857628,acg,103,177
51317866169,dfc,299,107
51317872718,bec,37,179
51317879309,bae,11,106
51317889186,fec,190,204
51317925532,afe,243,78
51317926312,fcc,76,252
51317968701,ecb,291,61
51318026249,aac,108,212
51318058146,gbg,286,68
51318060466,bee,133,14
51318075997,fed,263,172
51318095025,dfd,164,21
51318109861,fgd,13,132
51318121384,ebg,33,214
51318159115,eae,199,164
51318185045,dge,136,120
